Date,ME,RA,EA,NE,OC,NC,BC,CM
1/3/15,3,3,3,3,4,4,4,4
1/4/15,4,4,4,4,4,4,4,4
1/5/15,3,3,5,5,5,5,5,5
1/6/15,3,3,5,5,5,5,5,5
1/7/15,4,4,5,5,5,5,5,5
1/8/15,4,4,4,4,4,4,4,4
1/9/15,4,4,4,4,4,4,4,4
1/10/15,4,4,4,4,4,4,4,4
1/11/15,3,3,4,4,4,4,4,4
1/12/15,3,3,3,3,3,3,3,3
1/13/15,3,3,3,3,3,3,3,3
1/14/15,4,4,4,4,4,4,4,4
1/15/15,4,4,5,5,5,5,5,5
1/16/15,4,4,4,4,5,5,5,5
1/17/15,4,4,4,4,4,4,4,4
1/18/15,4,4,4,4,4,4,4,4
1/19/15,4,4,4,4,4,4,4,4
1/20/15,4,4,4,4,3,3,3,3
1/21/15,3,3,3,3,3,3,3,3
1/22/15,4,4,5,5,4,4,4,4
1/23/15,5,5,5,5,5,5,5,5
1/24/15,5,5,6,6,5,5,5,5
1/25/15,5,5,5,5,5,5,5,5
1/26/15,8,8,7,7,5,5,5,5
1/27/15,6,6,6,6,4,4,4,4
1/28/15,7,7,6,6,5,5,5,5
1/29/15,7,7,6,6,4,4,4,4
1/30/15,6,6,5,5,3,3,3,3
1/31/15,7,7,7,7,4,4,4,4
2/1/15,8,8,7,7,5,5,5,5
2/2/15,5,5,5,5,5,5,5,5
2/3/15,5,5,5,5,4,4,4,4
2/4/15,5,5,5,5,4,4,4,4
2/5/15,5,5,5,5,6,6,6,6
2/6/15,6,6,6,6,6,6,6,6
2/7/15,6,6,7,7,6,6,6,6
2/8/15,6,6,6,6,6,6,6,6
2/9/15,8,8,6,6,6,6,6,6
2/10/15,9,9,7,7,5,5,5,5
2/11/15,10,10,8,8,6,6,6,6
2/12/15,10,10,8,8,8,8,8,8
2/13/15,9,9,8,8,8,8,8,8
2/14/15,9,9,7,7,7,7,7,7
2/15/15,8,8,6,6,6,6,6,6
2/16/15,7,7,5,5,5,5,5,5
2/17/15,7,7,7,7,5,5,5,5
2/18/15,7,7,7,7,5,5,5,5
2/19/15,6,6,6,6,5,5,5,5
2/20/15,6,6,5,5,5,5,5,5
2/21/15,6,6,5,5,5,5,5,5
2/22/15,5,5,5,5,5,5,5,5
2/23/15,4,4,4,4,4,4,4,4
2/24/15,4,4,4,4,5,5,5,5
2/25/15,4,4,4,4,5,5,5,5
2/26/15,5,5,4,4,5,5,5,5
2/27/15,4,4,5,5,5,5,5,5
2/28/15,3,3,3,3,4,4,4,4
3/1/15,3,3,3,3,4,4,4,4
3/2/15,3,3,3,3,3,3,3,3
3/3/15,3,3,3,3,3,3,3,3
3/4/15,4,4,4,4,4,4,4,4
3/5/15,5,5,5,5,4,4,4,4
3/6/15,5,5,5,5,4,4,4,4
3/7/15,5,5,5,5,4,4,4,4
3/8/15,4,4,4,4,4,4,4,4
3/9/15,5,5,4,4,4,4,4,4
3/10/15,5,5,5,5,5,5,5,5
3/11/15,4,4,4,4,4,4,4,4
3/12/15,4,4,4,4,4,4,4,4
3/13/15,5,5,5,5,6,6,6,6
3/14/15,5,5,5,5,5,5,5,5
3/15/15,5,5,5,5,5,5,5,5
3/16/15,7,7,7,7,6,6,6,6
3/17/15,7,7,7,7,5,5,5,5
3/18/15,6,6,5,5,4,4,4,4
3/19/15,5,5,4,4,4,4,4,4
3/20/15,5,5,5,5,4,4,4,4
3/21/15,6,6,5,5,4,4,4,4
3/22/15,5,5,5,5,5,5,5,5
3/23/15,6,6,7,7,6,6,6,6
3/24/15,6,6,7,7,6,6,6,6
3/25/15,7,7,8,8,6,6,6,6
3/26/15,9,9,9,9,8,8,8,8
3/27/15,7,7,9,9,8,8,8,8
3/28/15,7,7,9,9,8,8,8,8
3/29/15,7,7,7,7,7,7,7,7
3/30/15,9,9,9,9,7,7,7,7
3/31/15,9,9,9,9,7,7,7,7
4/1/15,8,8,9,9,7,7,7,7
4/2/15,8,8,9,9,8,8,8,8
4/3/15,11,11,11,11,10,10,10,10
4/4/15,10,10,11,11,10,10,10,10
4/5/15,8,8,9,9,8,8,8,8
4/6/15,9,9,9,9,8,8,8,8
4/7/15,7,7,7,7,7,7,7,7
4/8/15,5,5,6,6,6,6,6,6
4/9/15,7,7,7,7,7,7,7,7
4/10/15,9,9,10,10,9,9,9,9
4/11/15,9,9,9,9,8,8,8,8
4/12/15,9,9,9,9,8,8,8,8
4/13/15,10,10,10,10,8,8,8,8
4/14/15,10,10,10,10,8,8,8,8
4/15/15,12,12,12,12,12,11,11,11
4/16/15,12,12,13,13,12,12,12,12
4/17/15,12,12,12,12,12,12,12,12
4/18/15,12,12,12,12,12,12,12,12
4/19/15,12,12,12,12,10,10,10,10
4/20/15,10,10,9,9,8,8,8,8
4/21/15,9,9,8,8,8,8,8,8
4/22/15,8,8,8,8,7,7,7,7
4/23/15,7,7,7,7,7,7,7,7
4/24/15,6,6,7,7,7,7,7,7
4/25/15,6,6,7,7,7,7,7,7
4/26/15,9,9,8,8,7,7,7,7
4/27/15,8,8,8,8,10,10,10,10
4/28/15,9,9,9,9,10,10,10,10
4/29/15,10,10,10,10,10,10,10,10
4/30/15,11,11,11,11,10,10,10,10
5/1/15,11,11,11,11,10,10,10,10
5/2/15,11,11,10,10,9,9,9,9
5/3/15,10,10,10,10,9,9,9,9
5/4/15,9,9,9,9,8,8,8,8
5/5/15,9,9,8,8,7,7,7,7
5/6/15,8,8,8,8,7,7,7,7
5/7/15,8,8,8,8,7,7,7,7
5/8/15,7,7,7,7,7,7,7,7
5/9/15,7,7,7,7,7,7,7,7
5/10/15,8,8,8,8,7,7,7,7
5/11/15,9,9,8,8,7,7,7,7
5/12/15,9,9,8,8,7,7,7,7
5/13/15,9,9,8,8,7,7,7,7
5/14/15,7,7,7,7,7,7,7,7
5/15/15,6,6,6,6,6,6,6,6
5/16/15,6,6,6,6,6,6,6,6
5/17/15,7,7,6,6,6,6,6,6
5/18/15,6,6,6,6,6,6,6,6
5/19/15,6,6,6,6,6,6,6,6
5/20/15,7,7,7,7,6,6,6,6
5/21/15,6,6,7,7,6,6,6,6
5/22/15,6,6,6,6,6,6,6,6
5/23/15,6,6,6,6,6,6,6,6
5/24/15,6,6,6,6,6,6,6,6
5/25/15,7,7,6,6,6,6,6,6
5/26/15,7,7,7,7,7,7,7,7
5/27/15,7,7,7,7,7,7,7,7
5/28/15,7,7,8,8,7,7,7,7
5/29/15,8,8,8,8,7,7,7,7
5/30/15,9,9,8,8,7,7,7,7
5/31/15,9,9,8,8,7,7,7,7
6/1/15,8,8,8,8,7,7,7,7
6/2/15,8,8,8,8,7,7,7,7
6/3/15,8,8,8,8,7,7,7,7
6/4/15,8,8,7,7,7,7,7,7
6/5/15,7,7,7,7,7,7,7,7
6/6/15,8,8,8,8,7,7,7,7
6/7/15,10,10,9,9,7,7,7,7
6/8/15,10,10,10,10,8,8,8,8
6/9/15,9,9,9,9,8,8,8,8
6/10/15,9,9,9,9,7,7,7,7
6/11/15,10,10,9,9,7,7,7,7
6/12/15,10,10,9,9,7,7,7,7
6/13/15,10,10,9,9,7,7,7,7
6/14/15,10,10,9,9,8,8,8,8
6/15/15,10,10,9,9,8,8,8,8
6/16/15,11,11,10,10,9,9,9,9
6/17/15,11,11,10,10,9,9,9,9
6/18/15,11,11,11,11,10,10,10,10
6/19/15,12,12,12,12,10,10,10,10
6/20/15,12,12,12,12,10,10,10,10
6/21/15,12,12,12,12,10,10,10,10
6/22/15,12,12,12,12,10,10,10,10
6/23/15,12,12,12,12,10,10,10,10
6/24/15,12,12,12,12,9,9,9,9
6/25/15,12,12,12,12,9,9,9,9
6/26/15,12,12,12,12,9,9,9,9
6/27/15,12,12,12,12,9,9,9,9
6/28/15,12,12,12,12,9,9,9,9
6/29/15,11,11,11,11,9,9,9,9
6/30/15,11,11,11,11,9,9,9,9
7/1/15,11,11,11,11,10,10,10,10
7/2/15,11,11,11,11,9,9,9,9
7/3/15,12,12,12,12,9,9,9,9
7/4/15,12,12,12,12,9,9,9,9
7/5/15,12,12,12,12,9,9,9,9
7/6/15,12,12,12,12,8,8,8,8
7/7/15,12,12,12,12,8,8,8,8
7/8/15,12,12,11,11,7,7,7,7
7/9/15,12,12,11,11,7,7,7,7
7/10/15,12,12,12,12,8,8,8,8
7/11/15,12,12,12,12,8,8,8,8
7/12/15,12,12,12,12,8,8,8,8
7/13/15,12,12,12,12,8,8,8,8
7/14/15,12,12,12,12,8,8,8,8
7/15/15,12,12,12,12,8,8,8,8
7/16/15,12,12,12,12,8,8,8,8
7/17/15,12,12,12,12,8,8,8,8
7/18/15,12,12,12,12,8,8,8,8
7/19/15,12,12,12,12,9,9,9,9
7/20/15,8,8,8,8,8,8,8,8
7/21/15,8,8,8,8,8,8,8,8
7/22/15,8,8,8,8,8,8,8,8
7/23/15,9,9,8,8,8,8,8,8
7/24/15,10,10,10,10,8,8,8,8
7/25/15,11,10,10,10,8,8,8,8
7/26/15,11,10,11,10,8,8,9,8
7/27/15,12,12,12,12,8,8,8,8
7/28/15,12,12,12,12,8,8,8,8
7/29/15,12,12,12,12,8,8,8,8
7/30/15,11,11,11,11,8,8,8,8
7/31/15,11,11,11,11,8,8,8,8
8/1/15,12,12,12,12,8,8,8,8
8/2/15,12,12,12,12,8,8,8,8
8/3/15,12,12,12,12,8,8,8,8
8/4/15,12,12,12,12,9,9,9,9
8/5/15,12,12,12,12,9,9,9,9
8/6/15,12,12,12,12,9,9,9,9
8/7/15,12,12,12,12,8,8,8,8
8/8/15,12,12,12,12,8,8,8,8
8/9/15,12,12,12,12,8,8,8,8
8/10/15,12,12,12,12,9,9,9,9
8/11/15,12,12,12,12,9,9,9,9
8/12/15,12,12,12,12,9,9,9,9
8/13/15,12,12,12,12,9,9,9,9
8/14/15,13,13,13,13,12,12,12,12
8/15/15,14,14,14,14,12,12,12,12
8/16/15,14,14,14,14,12,12,12,12
8/17/15,14,14,14,14,12,12,12,12
8/18/15,14,14,14,14,11,11,11,11
8/19/15,14,14,14,14,11,11,11,11
8/20/15,14,14,14,14,11,11,11,11
8/21/15,14,14,14,14,11,11,11,11
8/22/15,14,14,14,14,11,11,11,11
8/23/15,14,14,14,14,11,11,11,11
8/24/15,14,14,14,14,11,11,11,11
8/25/15,12,12,12,12,11,11,11,11
8/26/15,13,13,13,13,11,11,11,11
8/27/15,14,14,14,14,12,12,12,12
8/28/15,14,14,14,14,12,12,12,12
8/29/15,14,14,14,14,12,12,12,12
8/30/15,14,14,14,14,11,11,11,11
8/31/15,14,14,14,14,11,11,11,11
9/1/15,13,13,13,13,11,11,11,11
9/2/15,13,13,13,13,10,10,10,10
9/3/15,13,13,13,13,10,10,10,10
9/4/15,12,12,12,12,10,10,10,10
9/5/15,13,13,13,13,10,10,10,10
9/6/15,13,13,13,13,10,10,10,10
9/7/15,13,13,13,13,10,10,10,10
9/8/15,13,13,13,13,12,12,12,12
9/9/15,13,13,13,13,12,12,12,12
9/10/15,13,13,13,13,12,12,12,12
9/11/15,13,13,13,13,12,12,12,12
9/12/15,13,13,13,13,12,12,12,12
9/13/15,12,12,12,12,11,11,11,11
9/14/15,11,11,11,11,9,9,9,9
9/15/15,6,6,7,7,7,7,7,7
9/16/15,7,7,8,8,8,8,8,8
9/17/15,10,10,10,10,9,9,9,9
9/18/15,11,11,11,11,9,9,9,9
9/19/15,12,12,12,12,10,10,10,10
9/20/15,12,12,12,12,10,10,10,10
9/21/15,12,12,12,12,10,10,10,10
9/22/15,11,11,11,11,9,9,9,9
9/23/15,12,12,12,12,9,9,9,9
9/24/15,12,12,12,12,10,10,10,10
9/25/15,13,12,13,13,12,12,12,12
9/26/15,13,12,13,13,12,12,12,12
9/27/15,13,12,13,13,11,11,11,11
9/28/15,13,12,13,13,10,10,10,10
9/29/15,13,12,13,13,10,10,10,10
9/30/15,13,12,13,13,10,10,10,10
10/1/15,13,12,13,13,10,10,10,10
10/2/15,12,12,12,12,10,10,10,10
10/3/15,12,12,12,12,10,10,10,10
10/4/15,11,11,11,11,9,9,9,9
10/5/15,11,11,11,11,9,9,9,9
10/6/15,11,11,11,11,9,9,9,9
10/7/15,11,11,11,11,9,9,9,9
10/8/15,12,11,11,11,10,10,10,10
10/9/15,13,12,12,12,11,11,11,11
10/10/15,13,12,12,12,12,12,12,12
10/11/15,12,12,12,12,11,11,11,11
10/12/15,12,12,12,12,11,11,11,11
10/13/15,11,11,11,11,10,10,10,10
10/14/15,11,11,11,11,9,9,9,9
10/15/15,10,10,10,10,8,8,8,8
10/16/15,9,9,9,9,8,8,8,8
10/17/15,9,9,9,9,8,8,8,8
10/18/15,11,11,11,11,8,8,8,8
10/19/15,10,10,10,10,9,9,9,9
10/20/15,10,10,10,10,8,8,8,8
10/21/15,10,10,10,10,8,8,8,8
10/22/15,10,10,10,10,9,9,9,9
10/23/15,11,11,11,11,10,10,10,10
10/24/15,12,11,12,12,11,11,11,11
10/25/15,12,11,12,12,10,10,10,10
10/26/15,12,11,12,12,11,11,11,11
10/27/15,12,11,12,12,11,11,11,11
10/28/15,12,11,12,12,10,10,10,10
10/29/15,11,11,11,11,10,10,10,10
10/30/15,13,12,12,12,13,12,12,12
10/31/15,12,12,12,12,12,12,12,12
11/1/15,12,11,12,12,11,11,11,11
11/2/15,11,11,11,11,10,10,10,10
11/3/15,9,9,9,9,8,8,8,8
11/4/15,9,8,9,9,9,9,9,9
11/5/15,10,9,10,10,9,9,9,9
11/6/15,10,9,10,10,9,9,9,9
11/7/15,11,10,11,11,10,10,10,10
11/8/15,10,9,10,10,9,9,9,9
11/9/15,10,9,10,10,10,10,10,10
11/10/15,7,6,8,8,9,8,8,8
11/11/15,11,10,10,10,11,10,10,10
11/12/15,11,10,11,11,11,11,11,11
11/13/15,11,10,11,11,11,11,11,11
11/14/15,11,10,11,11,11,10,10,10
11/15/15,10,9,10,10,10,9,9,9
11/16/15,10,9,10,10,11,10,9,9
11/17/15,11,10,11,11,11,11,10,10
11/18/15,11,10,11,11,11,11,10,10
11/19/15,11,10,11,11,11,11,10,10
11/20/15,11,10,11,11,11,11,10,10
11/21/15,12,11,12,12,12,11,11,11
11/22/15,12,11,12,12,12,11,11,11
11/23/15,11,10,11,11,11,11,10,10
11/24/15,9,8,9,9,9,9,9,9
11/25/15,6,5,6,6,7,7,7,7
11/26/15,6,5,6,6,7,7,7,7
11/27/15,7,6,7,7,7,7,7,7
11/28/15,8,7,8,8,8,8,8,8
11/29/15,8,7,8,8,9,9,9,9
11/30/15,10,9,10,10,9,9,9,9
12/1/15,10,9,10,10,10,10,10,10
12/2/15,11,10,11,11,10,10,10,10
12/3/15,10,9,10,10,10,10,10,10
12/4/15,9,8,9,9,9,9,9,9
12/5/15,11,10,11,11,10,10,10,10
12/6/15,11,10,11,11,10,10,10,10
12/7/15,10,10,10,10,11,11,11,11
12/8/15,10,10,10,10,11,11,11,11
12/9/15,10,10,10,10,11,11,11,11
12/10/15,9,9,10,10,10,10,10,10
12/11/15,7,7,8,8,8,8,8,8
12/12/15,8,8,8,8,8,8,8,8
12/13/15,8,8,9,9,9,9,9,9
12/14/15,7,7,7,7,8,8,8,8
12/15/15,8,8,8,8,8,8,8,8
12/16/15,8,8,8,8,9,9,9,9
12/17/15,9,9,9,9,9,9,9,9
12/18/15,9,9,9,9,9,9,9,9
12/19/15,9,9,9,9,9,9,9,9
12/20/15,7,7,8,8,8,8,8,8
12/21/15,8,8,8,8,8,8,8,8
12/22/15,6,6,7,7,7,7,7,7
12/23/15,7,7,7,7,7,7,7,7
12/24/15,6,6,7,7,8,8,8,8
12/25/15,6,6,7,7,7,7,7,7
12/26/15,9,9,10,10,9,9,9,9
12/27/15,10,10,11,11,11,11,11,11
12/28/15,6,6,6,6,8,7,7,7
12/29/15,6,6,6,6,8,7,7,7
12/30/15,7,7,7,7,9,8,8,8
12/31/15,8,8,8,8,10,9,9,9
1/1/16,8,8,9,8,10,9,9,9
1/2/16,7,7,7,7,9,8,8,8
1/3/16,7,7,7,7,9,8,8,8
1/4/16,4,4,4,4,5,5,5,5
1/5/16,4,4,4,4,5,5,5,5
1/6/16,3,3,4,4,4,4,4,4
1/7/16,3,3,4,4,4,4,4,4
1/8/16,4,4,4,4,5,5,5,5
1/9/16,5,5,5,5,5,5,5,5
1/10/16,5,5,5,5,5,5,5,5
1/11/16,6,6,6,6,5,5,5,5
1/12/16,6,6,6,6,6,6,6,6
1/13/16,6,6,6,6,5,5,5,5
1/14/16,5,5,5,5,5,5,5,5
1/15/16,5,5,5,5,5,5,5,5
1/16/16,6,6,6,6,5,5,5,5
1/17/16,6,6,6,6,6,6,6,6
1/18/16,6,6,6,6,6,6,6,6
1/19/16,5,5,5,5,6,6,6,6
1/20/16,5,5,5,5,6,6,6,6
1/21/16,6,6,6,6,6,6,6,6
1/22/16,6,6,6,6,6,6,6,6
1/23/16,5,5,5,5,6,6,6,6
1/24/16,5,5,5,5,6,6,6,6
1/25/16,6,6,6,6,5,5,5,5
1/26/16,7,7,7,7,6,6,6,6
1/27/16,7,7,7,7,6,6,6,6
1/28/16,7,7,7,7,7,7,7,7
1/29/16,7,7,7,7,7,7,7,7
1/30/16,7,7,7,7,7,7,7,7
1/31/16,6,6,6,6,6,6,6,6
2/1/16,4,4,4,4,5,5,5,5
2/2/16,5,5,5,5,5,5,5,5
2/3/16,6,6,6,6,5,5,5,5
2/4/16,6,6,6,6,5,5,5,5
2/5/16,6,6,6,6,5,5,5,5
2/6/16,6,6,6,6,5,5,5,5
2/7/16,6,6,6,6,5,5,5,5
2/8/16,7,7,7,7,6,6,6,6
2/9/16,6,6,6,6,6,6,6,6
2/10/16,6,6,6,6,5,5,5,5
2/11/16,6,6,6,6,5,5,5,5
2/12/16,6,6,6,6,5,5,5,5
2/13/16,6,6,6,6,5,5,5,5
2/14/16,6,6,6,6,5,5,5,5
2/15/16,6,6,6,6,5,5,5,5
2/16/16,8,8,8,8,8,8,8,8
2/17/16,7,7,7,7,6,6,6,6
2/18/16,4,4,5,5,5,5,5,5
2/19/16,6,6,6,6,6,6,6,6
2/20/16,7,7,7,7,6,6,6,6
2/21/16,7,7,7,7,6,6,6,6
2/22/16,7,7,6,6,6,6,6,6
2/23/16,8,8,7,7,7,7,7,7
2/24/16,8,8,7,7,7,7,7,7
2/25/16,7,7,7,7,7,7,7,7
2/26/16,7,7,6,6,6,6,6,6
2/27/16,7,7,6,6,5,5,5,5
2/28/16,7,7,6,6,5,5,5,5
2/29/16,7,7,7,7,6,6,6,6
3/1/16,7,7,7,7,7,7,7,7
3/2/16,7,7,7,7,6,6,6,6
3/3/16,7,7,7,7,6,6,6,6
3/4/16,7,7,7,7,5,5,5,5
3/5/16,7,7,6,6,5,5,5,5
3/6/16,6,6,6,6,5,5,5,5
3/7/16,2,2,3,3,4,4,4,4
3/8/16,3,3,4,4,5,5,5,5
3/9/16,4,4,4,4,5,5,5,5
3/10/16,5,5,5,5,5,5,5,5
3/11/16,4,4,4,4,5,5,5,5
3/12/16,3,3,3,3,4,4,4,4
3/13/16,3,3,3,3,4,4,4,4
3/14/16,3,3,3,3,4,4,4,4
3/15/16,4,4,4,4,4,4,4,4
3/16/16,5,5,5,5,6,6,6,6
3/17/16,5,5,5,5,5,5,5,5
3/18/16,5,5,5,5,5,5,5,5
3/19/16,5,5,5,5,5,5,5,5
3/20/16,5,5,5,5,5,5,5,5
3/21/16,5,5,6,6,6,6,6,6
3/22/16,3,3,5,5,5,5,5,5
3/23/16,7,7,7,7,7,7,7,7
3/24/16,6,6,8,8,8,8,8,8
3/25/16,6,6,7,7,7,7,7,7
3/26/16,7,7,8,8,7,7,7,7
3/27/16,7,7,8,8,7,7,7,7
3/28/16,4,4,5,5,5,5,5,5
3/29/16,4,4,5,5,5,5,5,5
3/30/16,4,4,5,5,5,5,5,5
3/31/16,5,5,5,5,5,5,5,5
4/1/16,5,5,6,6,5,5,5,5
4/2/16,6,6,7,7,5,5,5,5
4/3/16,6,6,7,7,5,5,5,5
4/4/16,6,6,7,7,7,7,7,7
4/5/16,7,7,8,8,7,7,7,7
4/6/16,9,9,9,9,7,7,7,7
4/7/16,5,5,6,6,6,6,6,6
4/8/16,4,4,5,5,6,6,6,6
4/9/16,4,4,5,5,5,5,5,5
4/10/16,4,4,5,5,5,5,5,5
4/11/16,4,4,5,5,4,4,4,4
4/12/16,4,4,5,5,4,4,4,4
4/13/16,5,5,5,5,4,4,4,4
4/14/16,4,4,5,5,4,4,4,4
4/15/16,5,5,7,7,6,6,6,6
4/16/16,6,6,7,7,6,6,6,6
4/17/16,6,6,7,7,6,6,6,6
4/18/16,7,7,10,10,10,10,10,10
4/19/16,7,7,10,10,10,10,10,10
4/20/16,7,7,10,10,9,9,9,9
4/21/16,7,7,9,9,8,8,8,8
4/22/16,5,5,7,7,7,7,7,7
4/23/16,5,5,7,7,7,7,7,7
4/24/16,6,6,8,8,8,8,8,8
4/25/16,6,6,7,7,7,7,7,7
4/26/16,7,7,8,8,8,7,7,7
4/27/16,6,6,7,7,7,7,7,7
4/28/16,5,5,6,6,6,6,6,6
4/29/16,6,6,7,7,6,6,6,6
4/30/16,7,7,8,8,7,6,6,6
5/1/16,7,7,8,8,8,7,7,7
5/2/16,8,7,8,8,7,7,7,7
5/3/16,8,7,8,8,7,7,7,7
5/4/16,8,7,7,7,7,7,7,7
5/5/16,7,6,7,7,7,7,7,7
5/6/16,6,5,6,6,7,7,7,7
5/7/16,7,6,7,7,7,7,7,7
5/8/16,7,6,7,7,7,7,7,7
5/9/16,6,6,6,6,7,6,6,6
5/10/16,7,7,7,7,8,7,7,7
5/11/16,7,7,7,7,8,7,7,7
5/12/16,8,8,8,8,9,8,7,7
5/13/16,7,7,7,7,8,7,7,7
5/14/16,7,7,7,7,8,7,7,7
5/15/16,7,7,7,7,8,7,7,7
5/16/16,7,7,8,8,8,7,7,7
5/17/16,7,7,8,8,8,7,7,7
5/18/16,8,8,8,8,8,7,7,7
5/19/16,9,9,9,9,8,7,7,7
5/20/16,8,8,8,8,8,7,7,7
5/21/16,7,7,8,8,8,7,7,7
5/22/16,7,7,8,8,8,7,7,7
5/23/16,8,8,8,8,8,7,7,7
5/24/16,7,7,7,7,8,7,7,7
5/25/16,7,7,7,7,8,7,7,7
5/26/16,7,7,8,8,8,7,7,7
5/27/16,8,8,8,8,8,7,7,7
5/28/16,8,8,8,8,8,7,7,7
5/29/16,8,8,8,8,8,7,7,7
5/30/16,8,8,8,8,8,7,7,7
5/31/16,9,9,8,8,8,7,7,7
6/1/16,11,11,9,9,9,8,8,8
6/2/16,11,11,11,11,10,9,9,9
6/3/16,12,12,12,12,12,10,10,10
6/4/16,12,12,12,12,12,11,11,11
6/5/16,12,12,12,12,11,9,9,9
6/6/16,12,12,11,11,10,8,8,8
6/7/16,11,11,11,11,10,8,8,8
6/8/16,12,12,12,12,10,9,9,9
6/9/16,12,12,10,10,9,8,8,8
6/10/16,11,11,10,10,9,8,8,8
6/11/16,11,11,10,10,9,8,8,8
6/12/16,11,11,10,10,9,8,8,8
6/13/16,11,11,10,10,9,8,8,8
6/14/16,11,11,10,10,9,8,8,8
6/15/16,12,12,10,10,9,8,8,8
6/16/16,11,11,10,10,9,8,8,8
6/17/16,11,11,10,10,9,8,8,8
6/18/16,13,13,12,12,12,10,10,10
6/19/16,13,13,13,13,12,12,12,12
6/20/16,14,14,14,14,13,12,12,12
6/21/16,13,13,13,13,12,11,11,11
6/22/16,13,13,12,12,11,10,10,10
6/23/16,12,12,12,12,11,10,10,10
6/24/16,12,12,12,12,11,10,10,10
6/25/16,12,12,12,12,11,10,10,10
6/26/16,13,13,12,12,12,11,11,11
6/27/16,13,13,13,13,12,11,11,11
6/28/16,14,14,14,14,12,11,11,11
6/29/16,13,13,13,13,12,11,11,11
6/30/16,13,13,13,13,11,10,10,10
7/1/16,13,13,12,12,11,10,10,10
7/2/16,12,12,12,12,10,9,9,9
7/3/16,12,12,12,12,10,9,9,9
7/4/16,12,12,12,12,11,10,10,10
7/5/16,12,12,12,12,10,9,9,9
7/6/16,12,12,12,12,10,9,9,9
7/7/16,12,12,12,12,10,9,9,9
7/8/16,12,12,12,12,10,9,9,9
7/9/16,12,12,12,12,10,9,9,9
7/10/16,13,13,12,12,10,9,9,9
7/11/16,12,12,12,12,10,9,9,9
7/12/16,13,13,13,13,10,10,10,10
7/13/16,13,13,13,13,11,10,10,10
7/14/16,13,13,12,12,11,10,10,10
7/15/16,13,13,12,12,11,10,10,10
7/16/16,13,13,12,12,10,9,9,9
7/17/16,13,13,12,12,10,9,9,9
7/18/16,13,13,12,12,10,9,9,9
7/19/16,13,13,12,12,11,10,10,10
7/20/16,13,13,12,12,11,10,10,10
7/21/16,14,14,14,14,12,12,12,12
7/22/16,14,14,14,14,13,13,13,13
7/23/16,14,14,14,14,12,12,12,12
7/24/16,14,14,13,13,11,10,10,10
7/25/16,12,12,12,12,11,10,10,10
7/26/16,13,13,12,12,11,10,10,10
7/27/16,13,13,12,12,11,10,10,10
7/28/16,13,13,12,12,11,10,10,10
7/29/16,13,13,12,12,11,10,10,10
7/30/16,13,13,12,12,11,10,10,10
7/31/16,12,12,12,12,10,9,9,9
8/1/16,12,12,12,12,11,10,10,10
8/2/16,12,12,12,12,11,10,10,10
8/3/16,12,12,12,12,11,10,10,10
8/4/16,12,12,12,12,11,10,10,10
8/5/16,13,13,12,12,11,10,10,10
8/6/16,13,13,12,12,11,10,10,10
8/7/16,13,13,12,12,11,10,10,10
8/8/16,13,13,12,12,11,10,10,10
8/9/16,13,13,12,12,11,10,10,10
8/10/16,13,13,12,12,11,10,10,10
8/11/16,13,13,12,12,11,10,10,10
8/12/16,13,13,12,12,11,10,10,10
8/13/16,13,13,12,12,11,10,10,10
8/14/16,13,13,13,13,12,11,11,11
8/15/16,14,14,14,14,13,12,12,12
8/16/16,14,14,14,14,13,12,12,12
8/17/16,14,14,13,13,12,12,12,12
8/18/16,14,14,13,13,11,11,11,11
8/19/16,14,14,13,13,11,11,11,11
8/20/16,13,13,13,13,11,11,11,11
8/21/16,13,13,13,13,11,11,11,11
8/22/16,13,13,12,12,11,11,11,11
8/23/16,13,13,12,12,11,11,11,11
8/24/16,13,13,13,13,11,11,11,11
8/25/16,13,13,13,13,11,11,11,11
8/26/16,13,13,12,12,10,10,10,10
8/27/16,13,13,12,12,10,10,10,10
8/28/16,14,14,12,12,10,10,10,10
8/29/16,14,14,13,13,11,11,11,11
8/30/16,14,14,13,13,11,11,11,11
8/31/16,14,14,13,13,11,11,11,11
9/1/16,14,14,13,13,11,11,11,11
9/2/16,14,14,12,12,10,10,10,10
9/3/16,14,14,12,12,10,10,10,10
9/4/16,14,14,12,12,10,10,10,10
9/5/16,13,13,12,12,10,10,10,10
9/6/16,13,13,12,12,10,10,10,10
9/7/16,13,13,12,12,10,10,10,10
9/8/16,12,12,12,12,10,10,10,10
9/9/16,13,13,12,12,10,10,10,10
9/10/16,13,13,13,13,11,11,11,11
9/11/16,13,13,13,13,11,11,11,11
9/12/16,13,13,12,12,10,10,10,10
9/13/16,11,11,10,10,9,9,9,9
9/14/16,13,13,12,12,10,10,10,10
9/15/16,13,13,13,13,11,11,11,11
9/16/16,13,13,13,13,10,10,10,10
9/17/16,15,15,13,13,11,11,11,11
9/18/16,15,15,14,14,12,12,12,12
9/19/16,13,13,13,13,11,11,11,11
9/20/16,8,8,8,9,10,10,9,9
9/21/16,8,9,9,10,11,11,10,10
9/22/16,9,9,10,10,11,11,10,10
9/23/16,10,10,11,11,11,11,11,11
9/24/16,12,12,12,12,13,12,12,12
9/25/16,14,14,15,15,15,14,14,14
9/26/16,15,15,15,15,15,15,15,15
9/27/16,13,13,13,13,14,14,14,14
9/28/16,12,12,12,12,11,11,11,11
