Date,ME,RA,EA,NE,OC,NC,BC,CM
7/11/20,13,13,13,13,12,11,11,11
7/12/20,13,13,13,13,12,11,11,11
7/13/20,13,13,13,13,11,10,10,10
7/14/20,13,13,12,12,10,10,10,10
7/15/20,13,13,12,12,10,10,10,10
7/16/20,13,13,12,12,10,10,10,10
7/17/20,13,13,12,12,10,10,10,10
7/18/20,13,13,12,12,10,10,10,10
7/19/20,13,13,13,13,11,11,11,11
7/20/20,13,13,13,13,11,11,11,11
7/21/20,13,13,12,12,10,10,10,10
7/22/20,13,13,12,12,10,10,10,10
7/23/20,13,13,12,12,10,10,10,10
7/24/20,13,13,12,12,10,10,10,10
7/25/20,12,12,12,12,10,10,10,10
7/26/20,12,12,12,12,10,10,10,10
7/27/20,13,13,12,12,10,10,10,10
7/28/20,13,13,12,12,10,10,10,10
7/29/20,13,13,12,12,11,11,11,11
7/30/20,13,13,12,12,11,11,11,11
7/31/20,13,13,13,13,13,11,11,11
8/1/20,13,13,13,13,13,11,11,11
8/2/20,13,13,13,13,12,11,11,11
8/3/20,13,13,12,12,10,10,10,10
8/4/20,13,13,12,12,10,10,10,10
8/5/20,13,13,12,12,10,10,10,10
8/6/20,13,13,12,12,10,10,10,10
8/7/20,13,13,12,12,10,10,10,10
8/8/20,13,13,12,12,10,10,10,10
8/9/20,13,13,12,12,10,10,10,10
8/10/20,13,13,12,12,10,10,10,10
8/11/20,13,13,12,12,10,10,10,10
8/12/20,13,13,12,12,11,11,11,11
8/13/20,13,13,13,13,12,11,11,11
8/14/20,13,13,13,13,12,11,11,11
8/15/20,13,13,13,13,12,11,11,11
8/16/20,13,13,13,13,12,11,11,11
8/17/20,13,13,13,13,12,11,11,11
8/18/20,14,14,13,13,12,11,11,11
8/19/20,14,14,13,13,12,11,11,11
8/20/20,14,14,13,13,12,11,11,11
8/21/20,14,14,13,13,12,11,11,11
8/22/20,13,13,12,12,12,11,11,11
8/23/20,13,13,12,12,10,10,10,10
8/24/20,13,13,12,12,10,10,10,10
8/25/20,13,13,12,12,11,11,11,11
8/26/20,14,14,13,13,11,11,11,11
8/27/20,14,14,14,14,12,11,11,11
8/28/20,14,14,13,13,12,11,11,11
8/29/20,14,14,13,13,11,10,10,10
8/30/20,13,13,12,12,10,10,10,10
8/31/20,13,13,12,12,10,10,10,10
9/1/20,13,13,12,12,10,10,10,10
9/2/20,13,13,13,13,10,10,10,10
9/3/20,14,14,13,13,12,11,11,11
9/4/20,14,14,14,14,13,11,11,11
9/5/20,15,15,14,14,14,13,13,13
9/6/20,15,15,14,14,14,14,14,14
9/7/20,14,14,14,14,13,12,12,12
9/8/20,15,15,14,14,14,12,12,12
9/9/20,15,15,15,15,14,14,14,14
9/10/20,15,15,14,14,14,14,14,14
9/11/20,14,14,14,14,13,12,12,12
9/12/20,14,14,14,14,13,12,12,12
9/13/20,14,14,13,13,12,11,11,11
9/14/20,14,14,13,13,12,11,11,11
9/15/20,14,14,13,13,12,11,11,11
9/16/20,14,14,14,14,14,11,11,11
9/17/20,14,14,14,14,14,11,11,11
9/18/20,14,14,14,14,14,11,11,11
9/19/20,14,14,14,14,11,11,11,11
9/20/20,14,14,13,13,11,11,11,11
9/21/20,14,14,12,12,11,10,10,10
9/22/20,14,14,12,12,11,10,10,10
9/23/20,14,14,13,13,12,11,11,11
9/24/20,14,14,13,13,12,11,11,11
9/25/20,14,14,12,12,11,10,10,10
9/26/20,14,14,12,12,11,10,10,10
9/27/20,14,14,14,14,12,11,11,11
9/28/20,15,15,14,14,13,12,12,12
9/29/20,14,14,14,14,14,12,12,12
9/30/20,14,14,14,14,14,12,12,12
10/1/20,14,14,14,14,14,12,12,12
10/2/20,14,14,14,14,13,12,12,12
10/3/20,14,14,14,14,12,11,11,11
10/4/20,14,14,14,14,12,11,11,11
10/5/20,14,14,14,14,13,12,12,12
10/6/20,14,14,14,14,12,11,11,11
10/7/20,14,14,13,13,12,11,11,11
10/8/20,13,13,13,13,11,11,11,11
10/9/20,13,13,12,12,10,10,10,10
10/10/20,12,12,11,11,9,9,9,9
10/11/20,12,12,11,11,9,9,9,9
10/12/20,14,14,13,13,12,11,11,11
10/13/20,14,14,14,14,14,12,12,12
10/14/20,14,14,14,14,14,12,12,12
10/15/20,14,14,14,14,14,12,12,12
10/16/20,14,14,14,14,14,12,12,12
10/17/20,14,14,14,14,14,12,12,12
10/18/20,14,14,14,14,12,11,11,11
10/19/20,14,14,13,13,11,11,11,11
10/20/20,14,14,13,13,11,11,11,11
10/21/20,14,14,12,12,10,10,10,10
10/22/20,13,13,12,12,9,9,9,9
10/23/20,12,12,11,11,9,9,9,9
10/24/20,11,11,10,10,9,9,9,9
10/25/20,9,9,10,10,10,10,10,10
10/26/20,12,12,12,14,15,14,11,11
10/27/20,13,13,13,14,14,14,13,13
10/28/20,14,14,14,14,14,14,14,14
10/29/20,14,14,14,14,13,12,12,12
10/30/20,14,14,13,13,11,11,11,11
10/31/20,14,14,13,13,11,11,11,11
11/1/20,14,14,14,14,13,12,12,12
11/2/20,14,14,14,14,13,12,12,12
11/3/20,14,14,14,14,12,11,11,11
11/4/20,14,14,14,14,12,11,11,11
11/5/20,14,14,14,14,13,12,12,12
11/6/20,13,13,12,12,11,10,10,10
11/7/20,9,9,9,9,10,10,10,10
11/8/20,9,9,9,9,10,10,10,10
11/9/20,10,10,10,10,10,10,10,10
11/10/20,10,10,10,10,11,11,11,11
11/11/20,10,10,10,10,11,11,11,11
11/12/20,11,11,11,11,10,10,10,10
11/13/20,11,11,10,10,10,10,10,10
11/14/20,10,10,10,10,10,10,10,10
11/15/20,11,11,11,11,11,11,11,11
11/16/20,12,12,12,12,12,12,12,12
11/17/20,12,12,12,12,11,11,11,11
11/18/20,11,11,11,11,10,10,10,10
11/19/20,11,11,10,10,10,10,10,10
11/20/20,10,10,10,10,10,10,10,10
11/21/20,11,11,11,11,11,11,11,11
11/22/20,11,11,11,11,11,11,11,11
11/23/20,11,11,10,10,10,10,10,10
11/24/20,11,11,10,10,10,10,10,10
11/25/20,11,11,10,10,10,10,10,10
11/26/20,11,11,11,11,11,10,10,10
11/27/20,12,12,12,12,12,12,12,12
11/28/20,13,13,13,13,12,12,12,12
11/29/20,12,12,12,12,12,12,12,12
11/30/20,12,12,12,12,12,11,11,11
12/1/20,12,12,12,12,12,11,11,11
12/2/20,14,14,14,14,13,12,12,12
12/3/20,15,15,15,15,14,14,12,12
12/4/20,14,14,14,14,13,13,12,12
12/5/20,13,13,13,13,13,12,12,12
12/6/20,13,13,13,13,13,12,12,12
12/7/20,14,14,14,14,13,12,12,12
12/8/20,15,15,15,15,14,13,12,12
12/9/20,14,14,14,14,13,12,12,12
12/10/20,10,10,10,10,9,9,9,9
12/11/20,10,10,10,10,9,9,9,9
12/12/20,11,11,11,11,10,10,10,10
12/13/20,12,12,12,12,12,11,11,11
12/14/20,10,10,10,10,9,9,9,9
12/15/20,12,12,12,12,11,11,11,11
12/16/20,12,12,12,12,11,11,11,11
12/17/20,11,11,11,11,10,10,10,10
12/18/20,11,11,11,11,11,11,11,11
12/19/20,12,12,12,12,12,11,11,11
12/20/20,13,13,13,13,12,12,12,12
12/21/20,12,12,12,12,12,12,12,12
12/22/20,12,12,12,12,11,11,11,11
12/23/20,13,13,12,12,12,11,11,11
12/24/20,12,12,12,12,12,11,11,11
12/25/20,11,11,11,11,10,10,10,10
12/26/20,11,11,10,10,9,9,9,9
12/27/20,11,11,10,10,9,9,9,9
12/28/20,6,6,6,6,7,7,7,7
12/29/20,6,6,7,7,8,8,8,8
12/30/20,9,9,9,9,9,9,9,9
12/31/20,10,10,10,10,10,9,9,9
1/1/21,10,10,10,10,10,10,10,10
1/2/21,10,10,10,10,10,10,10,10
1/3/21,10,10,10,10,10,9,9,9
1/4/21,10,10,10,10,9,9,9,9
1/5/21,11,11,11,11,9,9,9,9
1/6/21,11,11,11,11,10,10,10,10
1/7/21,10,10,10,10,10,10,10,10
1/8/21,10,10,10,10,9,9,9,9
1/9/21,11,11,11,11,10,10,10,10
1/10/21,11,11,11,11,11,11,11,11
1/11/21,11,11,11,11,11,11,11,11
1/12/21,11,11,11,11,11,11,11,11
1/13/21,12,12,12,12,12,11,11,11
1/14/21,12,12,12,12,12,11,11,11
1/15/21,12,12,12,12,12,12,12,12
1/16/21,12,12,12,12,12,12,12,12
1/17/21,12,12,12,12,12,12,12,12
1/18/21,12,12,12,12,12,12,12,12
1/19/21,12,12,12,12,12,12,12,12
1/20/21,11,11,11,11,11,11,11,11
1/21/21,8,8,8,8,8,8,8,8
1/22/21,7,7,7,7,7,7,7,7
1/23/21,6,6,7,7,7,7,7,7
1/24/21,7,7,7,7,7,7,7,7
1/25/21,7,7,7,7,7,7,7,7
1/26/21,7,7,8,8,8,8,8,8
1/27/21,7,7,8,8,8,8,8,8
1/28/21,7,7,8,8,8,8,8,8
1/29/21,6,6,6,6,7,7,7,7
1/30/21,7,7,7,7,7,7,7,7
1/31/21,8,8,8,9,9,9,8,8
2/1/21,8,8,8,8,8,8,8,8
2/2/21,8,8,8,8,8,8,8,8
2/3/21,7,7,7,7,7,7,7,7
2/4/21,8,8,8,8,8,8,8,8
2/5/21,9,9,9,9,9,9,9,9
2/6/21,9,9,9,9,9,9,9,9
2/7/21,9,9,9,9,8,8,8,8
2/8/21,8,8,8,8,8,8,8,8
